Id,org,tld,ccs,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,day,month,hour
11620,303,41,0,6,0,112,1,0,240,14481,45,20,381
11621,245,2,17,0,0,112,0,0,259,7741,46,24,428
11622,69,130,0,0,49,113,0,0,67,9552,45,22,552
11623,289,109,0,0,23,29,0,0,165,16754,45,22,771
11624,245,2,0,0,0,216,1,0,165,6833,40,25,389
11625,494,77,0,0,0,1,1,0,201,3354,44,19,518
11626,131,98,0,0,49,79,0,0,100,7895,46,21,1136
11627,487,41,0,0,6,236,1,1,231,18284,43,25,168
11628,345,78,0,0,0,216,1,0,181,1629,40,14,1112
11629,368,41,0,0,12,237,0,0,237,3072,42,25,1208
11630,521,41,0,0,2,222,1,0,2,10188,43,14,286
11631,345,78,0,0,0,216,1,0,181,1629,40,14,132
11632,283,41,0,0,4,187,0,0,215,6146,41,24,1386
11633,318,41,0,0,15,57,0,0,239,1880,44,18,529
11634,245,2,22,0,0,262,1,0,232,2141,40,21,573
11635,493,41,0,0,27,79,0,0,177,7848,42,21,126
11636,283,41,0,0,16,232,0,0,217,11216,46,23,1082
11637,493,41,0,5,38,46,0,0,190,5871,43,24,1311
11638,245,2,0,0,1,1,1,0,161,9269,41,18,796
11639,245,2,0,0,1,147,1,0,153,1044,41,20,627
11640,403,48,0,0,23,280,0,0,233,14065,43,16,1338
11641,479,57,0,0,8,217,0,0,230,2488,40,24,1374
11642,32,94,0,2,0,0,0,0,201,10088,46,18,1055
11643,319,158,0,5,4,221,1,0,206,15684,40,22,243
11644,245,2,1,0,1,194,1,1,122,5514,41,15,1365
11645,32,94,0,2,0,0,0,0,170,10088,44,15,4
11646,69,130,0,0,60,147,0,0,122,10201,45,25,540
11647,414,78,0,5,21,234,0,0,238,9430,40,15,517
11648,245,2,16,0,0,112,1,1,161,5402,45,14,1066
11649,419,79,0,0,33,21,0,0,165,2939,41,23,1414
11650,383,41,0,0,23,53,1,0,233,17501,40,24,1160
11651,392,41,0,0,2,8,1,0,211,16485,41,23,1285
11652,392,41,0,0,6,9,0,1,219,537,41,23,439
11653,485,41,0,0,78,232,0,0,232,9900,46,14,244
11654,213,41,1,0,0,273,0,0,217,9906,44,20,315
11655,415,40,0,5,1,112,0,0,205,18136,5,5,30
11656,245,2,0,0,0,273,1,0,1,3928,45,18,72
11657,221,41,20,0,15,262,0,0,207,11780,41,23,1192
11658,192,41,0,5,25,250,1,0,201,12174,44,22,761
11659,327,120,0,0,15,208,0,0,226,1153,45,16,303
11660,485,41,0,0,31,76,0,0,229,18232,40,19,1357
11661,493,41,0,0,38,101,0,0,227,6622,41,16,1386
11662,154,41,0,0,38,24,0,0,165,4345,42,21,64
11663,32,94,0,0,16,30,0,0,201,13260,40,23,1045
11664,292,41,0,0,49,101,0,0,223,3627,41,20,165
11665,228,41,0,0,27,46,0,1,2,1556,43,17,513
11666,19,67,0,5,38,273,1,0,233,432,44,25,277
11667,340,41,0,0,0,240,0,0,189,4409,43,25,1427
11668,228,41,0,0,27,24,0,0,241,18201,46,20,1037
11669,241,130,0,0,60,223,0,0,212,3934,41,14,445
11670,345,78,0,0,0,216,1,0,181,1629,40,14,430
11671,447,41,0,5,27,113,0,0,181,17155,44,15,1015
11672,419,79,0,0,28,14,0,0,165,2718,45,24,1434
11673,493,41,0,0,27,101,0,0,190,6938,41,15,1262
11674,32,94,0,0,8,250,0,0,216,11337,41,20,227
11675,155,106,0,2,0,0,0,0,173,10088,41,16,669
11676,415,40,0,5,1,239,0,0,118,14011,44,24,123
11677,447,41,0,5,27,79,0,0,199,15421,45,15,245
11678,245,2,0,0,0,194,1,1,182,4226,44,24,477
11679,245,2,0,0,1,1,1,0,145,7893,45,23,499
11680,192,41,0,5,39,277,0,0,239,14620,43,18,559
11681,493,41,0,5,27,35,0,0,182,7861,41,19,1438
11682,245,2,1,0,0,0,1,0,133,2664,41,14,145
11683,345,78,0,0,0,216,1,0,181,1629,40,14,1108
11684,301,41,0,0,49,223,0,0,89,13810,44,14,1344
11685,345,78,0,0,0,216,1,0,181,1629,40,14,440
11686,346,41,0,0,18,242,0,0,195,14109,46,25,624
11687,357,41,0,0,78,30,0,0,210,16637,40,20,325
11688,155,116,0,5,82,201,0,0,203,4427,40,15,182
11689,392,41,0,0,2,10,1,0,233,16876,40,19,110
11690,493,41,0,0,38,101,0,0,195,6557,43,23,234
11691,100,41,0,0,0,13,0,0,205,14222,42,23,87
11692,217,41,0,0,38,90,1,0,11,2156,46,25,425
11693,41,5,0,5,27,251,0,0,177,8842,46,15,410
11694,32,94,0,0,82,26,0,0,177,13766,46,16,9
11695,80,67,0,0,0,194,1,0,3,9670,44,17,1429
11696,221,41,0,5,9,241,0,0,181,3654,45,22,1128
11697,245,2,0,0,0,240,1,0,227,2153,41,15,338
11698,245,2,0,0,0,216,1,0,229,14072,41,19,256
11699,487,41,0,0,4,223,0,0,221,12570,45,22,473
11700,221,41,0,0,27,262,0,0,217,7991,46,14,1267
11701,229,41,0,0,82,225,0,0,4,9404,46,23,1323
11702,345,78,0,0,0,216,1,0,181,1629,40,14,416
11703,221,41,0,5,15,24,0,0,195,10778,45,14,1077
11704,308,41,0,0,60,217,0,0,199,14265,45,22,526
11705,245,2,1,0,0,228,1,0,181,17888,41,22,225
11706,392,41,0,0,78,7,1,1,221,16972,45,22,725
11707,521,41,0,0,11,247,0,0,261,13020,42,14,151
11708,477,41,0,0,27,212,1,0,246,13373,45,14,815
11709,485,41,0,0,4,205,0,0,222,3196,41,17,274
11710,245,2,14,2,0,2,1,0,1,2916,44,14,537
11711,192,41,0,5,49,187,0,0,203,6114,43,14,1388
11712,245,2,0,2,0,0,1,0,6,10035,40,21,1436
11713,245,2,0,2,0,0,1,0,234,12251,41,20,361
11714,32,94,0,0,8,250,0,0,219,11600,46,25,284
11715,498,41,0,5,0,0,1,0,205,5288,35,5,0
11716,169,9,0,0,4,217,0,0,145,8841,42,20,70
11717,415,40,0,6,0,0,0,0,222,14836,45,23,148
11718,32,94,0,0,70,236,0,0,266,6411,46,21,452
11719,245,2,14,2,0,0,0,0,181,12917,46,18,182
11720,245,2,0,0,0,273,1,0,259,1639,43,18,928
11721,493,41,0,5,38,46,1,0,190,5757,43,14,165
11722,493,41,0,0,38,135,0,0,189,7226,41,15,787
11723,245,2,9,0,15,35,1,0,173,5689,44,22,576
11724,221,41,0,5,11,249,1,0,196,4329,42,18,1255
11725,392,41,0,0,9,14,1,0,18,77,42,15,869
11726,399,94,0,0,78,183,0,0,208,13471,46,20,410
11727,485,41,0,0,30,125,0,1,212,18524,45,16,1362
11728,252,121,0,5,0,194,1,0,206,14604,46,21,1428
11729,392,41,0,0,15,277,1,0,42,18297,40,22,1117
11730,245,2,0,0,0,230,1,0,195,4464,40,25,572
11731,221,41,0,5,6,231,1,0,181,2895,45,17,1096
11732,493,41,0,0,38,101,1,0,195,6601,41,16,329
11733,32,94,0,2,0,0,0,0,7,10088,40,24,242
11734,245,2,0,2,0,0,0,0,12,12201,40,15,1316
11735,493,41,0,0,38,101,0,0,190,6989,42,15,1322
11736,245,2,0,2,0,0,0,0,189,13688,40,14,331
11737,169,9,0,2,0,0,0,0,230,658,42,20,961
11738,392,41,0,0,1,4,1,0,207,16951,46,25,342
11739,327,120,0,5,49,177,0,1,100,15027,46,0,787
11740,339,147,0,0,6,245,0,0,173,6437,44,22,412
11741,192,41,0,0,8,224,0,0,243,8513,43,24,338
11742,521,41,0,0,70,124,0,0,264,5060,46,24,1398
11743,245,2,0,0,0,240,1,0,216,4299,44,25,580
11744,273,98,0,0,27,35,0,1,40,3142,40,14,540
11745,493,41,0,0,38,101,1,0,195,6810,46,23,663
11746,311,41,0,0,78,226,0,1,217,9334,44,20,834
11747,283,41,0,0,38,177,0,0,173,4601,41,16,165
11748,346,41,0,0,13,247,0,1,239,15745,40,16,267
11749,493,41,0,5,38,46,0,0,208,5734,42,23,1208
11750,392,41,0,0,38,281,1,0,11,18377,43,25,169
11751,9,41,0,0,38,101,0,0,177,9315,40,24,1159
11752,527,130,0,0,0,90,0,0,161,14092,45,19,447
11753,214,41,0,0,15,57,0,0,211,5935,46,19,127
11754,399,94,0,0,49,135,0,0,228,12260,43,25,188
11755,245,2,1,6,0,1,0,0,248,5314,44,25,195
11756,493,41,0,0,38,79,0,0,190,7873,45,19,1339
11757,221,41,0,5,15,24,0,0,201,10956,45,22,1128
11758,493,41,0,0,38,101,0,0,189,6614,40,15,1405
11759,47,41,0,5,38,13,0,0,143,3512,44,22,272
11760,259,41,0,0,1,251,0,0,215,7179,41,24,615
11761,245,2,0,0,0,240,1,0,212,10534,40,16,892
11762,245,2,16,0,1,158,1,0,211,16280,42,14,342
11763,283,41,0,0,38,177,0,0,173,5135,40,22,160
11764,237,41,0,0,6,253,1,0,18,17653,45,20,373
11765,80,67,0,5,15,251,1,0,240,4725,43,24,344
11766,169,84,0,6,0,0,1,0,170,4046,44,15,410
11767,327,120,0,0,15,208,0,0,226,1121,41,19,388
11768,411,40,0,0,44,22,0,0,165,10480,45,19,397
11769,392,41,0,0,38,68,0,0,197,2297,41,23,792
11770,283,41,0,0,38,177,0,0,208,4367,45,25,446
11771,212,41,0,0,1,183,0,0,218,5410,44,14,951
11772,32,94,0,0,24,94,0,0,17,17635,46,22,1347
11773,245,2,0,0,0,112,1,0,208,11926,41,15,970
11774,521,41,0,0,11,246,0,0,254,12546,46,22,451
11775,245,2,19,0,1,68,1,1,216,16691,40,21,595
11776,327,120,0,0,0,1,1,0,212,6295,40,15,202
11777,487,41,0,0,16,230,0,0,216,12508,41,18,232
11778,32,94,0,2,0,0,0,0,238,10088,42,14,23
11779,245,2,1,2,0,240,0,0,209,257,42,23,1197
11780,32,94,0,2,0,0,0,0,196,10088,42,21,87
11781,231,41,0,0,38,183,0,0,189,7814,43,22,514
11782,80,67,0,2,0,1,0,0,16,7519,46,16,1344
11783,228,41,0,0,38,90,0,0,216,1450,40,15,1237
11784,345,78,0,0,0,216,1,0,181,1629,40,14,434
11785,245,2,14,0,0,112,1,0,207,3737,41,14,135
11786,346,41,0,0,2,264,1,0,241,14808,41,17,755
11787,221,41,0,0,82,187,0,0,170,12308,40,18,803
11788,283,41,0,0,38,191,0,1,226,6234,45,15,386
11789,411,40,0,2,0,251,0,0,232,11325,44,14,315
11790,373,41,0,0,1,240,0,0,220,9309,40,22,403
11791,314,168,0,0,82,219,0,0,211,8421,45,19,535
11792,396,41,0,0,0,124,0,0,170,3850,40,22,412
11793,345,78,0,0,0,216,1,0,181,1629,40,14,134
11794,151,41,1,0,49,24,0,0,219,13065,40,16,428
11795,245,2,16,3,0,0,0,0,226,2051,46,24,1280
11796,285,41,0,0,15,2,0,0,244,3594,44,21,1059
11797,327,120,0,5,0,194,1,0,240,2626,41,20,324
11798,69,130,0,0,49,183,0,0,196,10568,45,16,521
11799,327,120,0,0,15,205,0,0,227,1215,42,24,916
11800,245,2,0,0,0,228,1,0,138,9591,44,25,906
11801,290,94,0,0,38,24,0,0,227,6855,43,17,242
11802,339,147,0,0,6,245,0,0,219,7475,45,18,1277
11803,297,122,0,0,20,282,0,0,67,17358,40,15,1275
11804,80,67,0,2,38,57,1,0,221,15392,46,17,367
11805,392,41,0,0,38,24,0,0,222,1052,42,19,302
11806,80,67,0,5,0,194,1,0,239,14268,45,18,318
11807,327,120,0,0,15,205,0,0,227,1209,45,20,1201
11808,245,2,16,0,0,0,1,0,100,8118,41,24,218
11809,245,2,0,0,0,1,1,0,7,10458,46,15,454
11810,245,2,16,0,0,0,1,0,211,1310,40,14,676
11811,50,41,0,5,60,24,0,0,199,16683,28,3,0
11812,245,2,16,0,0,0,1,0,201,16523,46,17,135
11813,192,41,0,5,23,246,0,0,199,10803,45,19,1164
11814,245,2,14,0,0,262,1,0,223,13367,41,14,183
11815,221,41,0,0,1,112,1,0,186,7267,42,14,1371
11816,32,94,0,2,0,0,0,0,181,10088,40,21,36
11817,283,41,0,0,68,138,1,0,196,4126,41,25,1328
11818,32,94,0,0,49,177,0,0,226,3836,42,21,147
11819,283,41,0,0,70,243,0,0,219,12694,45,25,736
11820,493,41,0,0,38,101,0,0,189,6710,43,19,400
11821,337,65,0,0,11,232,0,0,234,13757,41,18,1339
11822,221,41,0,5,2,222,0,0,201,2145,44,19,81
11823,105,41,0,0,1,251,0,0,189,7460,44,18,667
11824,327,120,0,6,0,0,0,0,222,12502,3,4,30
11825,392,41,0,0,78,57,0,0,233,2143,40,25,600
11826,283,41,0,0,2,223,1,0,248,11255,46,24,63
11827,229,41,0,0,78,195,1,0,161,14709,42,19,650
11828,493,41,0,0,38,101,0,0,190,6488,40,19,1417
11829,72,67,0,5,0,1,1,0,256,6271,44,24,234
11830,245,2,0,2,0,1,0,0,31,4188,42,19,310
11831,192,41,0,0,22,252,0,0,230,11543,45,16,43
11832,493,41,0,0,38,101,0,0,186,6496,41,24,1027
11833,414,78,0,5,54,18,0,0,203,8104,45,25,512
11834,97,130,0,0,1,273,0,0,226,12860,45,22,999
11835,345,78,0,0,0,216,1,0,181,1629,40,14,428
11836,245,2,20,2,0,2,0,0,243,13664,46,16,297
11837,493,41,0,0,38,101,0,0,186,6505,46,15,1237
11838,477,41,0,0,15,57,1,0,218,18164,40,24,372
11839,245,2,16,0,0,0,1,0,199,3971,46,25,550
11840,342,136,0,0,70,248,0,0,221,10932,43,24,912
11841,245,2,0,0,0,1,0,0,165,2074,44,24,387
11842,493,41,0,5,38,46,1,0,189,5898,43,18,242
11843,88,74,0,0,60,35,0,0,133,12847,46,23,739
11844,221,41,0,5,2,222,0,0,201,2060,42,17,727
11845,404,41,0,0,0,251,1,1,177,16696,41,24,1404
11846,245,2,1,6,0,112,1,0,239,14450,46,17,490
11847,245,2,19,0,0,0,1,1,161,125,42,21,459
11848,237,41,0,0,1,2,0,0,58,6640,44,22,1363
11849,300,156,0,0,2,211,1,0,196,1667,46,14,948
11850,245,2,0,0,1,273,1,0,206,1007,45,15,422
11851,441,41,0,0,1,251,0,0,215,1584,43,20,434
11852,245,2,0,2,0,0,0,0,211,7505,41,19,408
11853,493,41,0,0,38,101,0,0,189,6522,42,19,1169
11854,493,41,0,5,38,35,0,0,209,7166,46,18,1108
11855,32,41,0,0,27,225,1,1,217,9921,45,20,1132
11856,415,40,0,5,1,1,0,0,201,15102,43,24,212
11857,245,2,0,0,0,2,0,1,225,17842,45,15,410
11858,283,41,0,0,8,215,0,0,219,8402,41,14,1266
11859,327,120,0,0,15,205,0,0,227,1350,40,22,1086
11860,245,2,16,0,1,158,1,0,211,15423,42,14,354
11861,80,67,0,0,0,240,1,0,26,10276,41,17,152
11862,477,41,0,0,27,212,1,0,246,13373,45,14,814
11863,345,78,0,0,0,216,1,0,181,1653,46,14,952
11864,399,94,0,0,78,183,0,0,1,13579,41,18,449
11865,493,41,0,5,38,46,0,0,177,5691,45,25,1191
11866,245,2,20,2,0,0,0,0,250,8594,40,14,220
11867,154,41,0,0,4,101,0,0,165,4543,42,15,1175
11868,229,41,0,0,60,245,0,0,173,11570,40,22,1004
11869,245,2,1,0,0,0,1,0,145,2839,40,19,397
11870,289,109,0,0,22,25,0,0,170,16259,45,16,591
11871,245,2,0,0,0,0,0,0,181,11658,42,15,525
11872,245,2,1,0,0,262,1,0,235,2246,43,15,690
11873,32,94,0,0,60,18,0,0,182,12459,44,22,10
11874,392,41,0,0,1,57,1,0,224,12169,43,22,586
11875,245,2,0,0,0,0,1,0,222,11386,44,14,579
11876,333,41,0,0,2,187,0,0,196,8965,41,25,173
11877,346,41,0,0,12,255,0,1,205,15005,44,19,224
11878,245,2,14,0,77,281,1,1,203,8640,45,15,183
11879,245,2,16,2,0,0,0,0,122,8218,41,15,625
11880,32,94,0,0,1,224,1,0,219,3675,42,25,619
11881,9,41,0,0,1,35,1,0,63,8433,44,16,257
11882,477,41,0,0,26,243,0,0,208,18141,40,19,695
11883,414,78,0,5,48,7,0,0,195,7625,44,21,363
11884,245,2,0,0,0,2,1,0,227,12685,44,22,611
11885,32,94,0,0,31,110,0,0,206,18142,41,18,102
11886,245,2,14,0,0,13,1,0,211,5139,44,25,1428
11887,221,41,0,0,49,13,0,0,210,5202,42,21,201
11888,485,41,0,0,27,187,0,0,205,3958,42,14,164
11889,432,41,0,0,38,201,0,0,20,3357,42,19,1148
11890,432,41,0,0,38,101,0,0,218,3226,44,22,871
11891,245,2,1,0,1,216,1,1,219,13281,41,14,222
11892,477,41,0,0,15,195,0,0,2,9646,44,16,822
11893,116,130,0,0,6,255,1,0,165,12221,45,25,1072
11894,245,2,14,0,15,112,1,0,196,14830,45,18,529
11895,32,94,0,0,70,63,1,0,218,15912,40,20,84
11896,346,41,0,0,49,158,0,0,244,9222,40,24,251
11897,141,115,0,0,49,135,1,0,207,10618,44,15,376
11898,27,41,0,0,1,86,0,0,224,9624,42,22,549
11899,485,41,0,0,49,217,0,0,2,6455,45,14,257
11900,245,2,2,0,15,112,1,0,222,14574,46,18,316
11901,345,78,0,0,0,216,1,0,181,1629,40,14,1106
11902,283,41,0,0,11,247,0,1,189,14301,40,21,381
11903,154,41,0,0,6,124,0,0,217,4758,42,19,137
11904,485,41,0,0,70,266,0,0,216,11983,41,21,377
11905,399,94,0,0,78,177,0,0,45,13487,41,25,401
11906,447,41,0,5,27,79,0,0,111,16164,40,16,670
11907,245,2,0,2,0,1,0,0,18,7190,44,19,1100
11908,493,41,0,0,38,101,0,0,186,6490,41,21,1426
11909,9,41,0,0,38,101,0,0,181,9257,43,25,148
11910,9,41,0,0,27,187,1,0,250,11597,40,24,31
11911,477,41,0,0,23,248,0,0,208,18415,42,15,364
11912,493,41,0,0,38,101,0,0,199,6726,44,23,828
11913,426,41,0,0,60,195,0,0,257,15101,41,22,125
11914,254,41,0,5,4,39,0,1,238,16588,40,19,1316
11915,313,41,0,0,1,2,1,0,253,13643,44,21,120
11916,32,94,0,0,15,101,0,0,210,1870,46,24,246
11917,32,94,0,0,60,232,0,0,195,6298,46,15,928
11918,297,122,0,0,18,272,0,0,165,17687,43,16,1342
11919,327,120,0,2,0,0,0,0,189,10088,42,19,976
11920,32,94,0,0,15,158,0,0,206,8551,44,18,108
11921,245,2,0,0,1,194,1,0,217,8751,42,20,672
11922,493,41,0,0,38,124,0,0,190,7048,45,15,475
11923,9,41,0,0,1,35,1,0,219,8385,41,24,217
11924,245,2,0,3,0,0,1,0,145,18562,44,14,1426
11925,327,120,0,0,15,57,1,0,233,2740,45,25,1410
11926,283,41,0,0,38,177,0,0,173,5175,46,14,609
11927,221,41,0,5,0,240,0,0,170,14150,46,21,839
11928,245,2,0,0,0,216,0,0,240,3188,44,20,274
11929,221,41,0,5,15,24,0,0,195,10703,45,21,1097
11930,493,41,0,0,38,101,0,0,196,6573,41,21,1176
11931,269,41,0,5,1,35,1,0,203,15414,43,25,510
11932,419,79,0,0,70,211,0,0,9,4664,43,24,1388
11933,144,41,0,0,70,167,0,0,237,1599,45,25,891
11934,370,41,0,0,0,13,1,1,180,8744,46,25,1218
11935,334,41,0,0,10,219,0,0,145,10727,45,19,1278
11936,336,101,0,0,68,45,0,0,170,16196,42,17,1057
11937,447,41,0,5,27,101,0,0,219,15533,40,20,367
11938,245,2,19,0,0,46,1,0,219,3789,40,23,636
11939,120,102,0,5,0,240,0,0,122,4025,46,18,889
11940,393,41,0,0,78,271,0,0,9,18479,46,25,453
11941,297,122,0,0,49,201,0,0,165,6427,42,19,204
11942,521,41,0,0,18,257,1,0,235,12419,45,25,701
11943,245,2,0,0,0,0,1,0,203,2284,46,23,255
11944,154,41,0,0,8,187,0,0,39,4881,40,14,620
11945,283,41,0,0,70,158,0,0,138,6159,45,24,69
11946,55,94,0,5,1,68,0,0,250,15755,43,20,1344
11947,485,41,0,0,32,126,0,0,11,18523,42,24,125
11948,35,39,0,5,27,90,0,0,173,3134,45,15,470
11949,446,77,0,2,0,0,0,0,208,3641,42,18,1405
11950,245,2,0,6,0,0,1,0,200,16888,43,21,1430
11951,333,41,0,0,82,210,0,0,153,8563,46,25,444
11952,371,41,0,3,0,0,0,0,241,10441,42,25,994
11953,229,41,0,0,49,242,0,1,232,8456,46,18,1388
11954,32,94,0,0,70,233,1,0,3,6366,41,20,1267
11955,283,41,0,0,24,252,0,0,229,14713,46,19,456
11956,245,2,0,0,0,0,1,0,196,9674,45,16,394
11957,283,41,0,0,11,247,0,1,260,14284,46,14,709
11958,245,2,1,2,15,228,0,0,210,9148,45,16,472
11959,446,77,0,2,0,240,1,0,43,10341,42,17,1395
11960,327,120,1,0,0,113,1,0,206,2342,40,18,361
11961,32,41,0,0,2,98,0,0,153,1067,45,21,686
11962,345,78,0,0,0,216,1,0,181,1629,40,14,1116
11963,283,41,0,0,12,263,0,1,206,13905,41,25,1420
11964,485,41,0,0,4,37,0,0,25,15012,45,21,1375
11965,392,41,0,0,9,19,0,1,235,410,45,24,1257
11966,88,74,0,0,60,35,0,0,222,12195,40,23,1072
11967,213,41,1,0,15,177,0,0,227,11695,40,18,1091
11968,283,41,0,0,38,177,0,0,208,4912,42,17,425
11969,415,40,0,6,0,0,1,0,222,15545,41,15,700
11970,116,130,0,0,30,59,0,0,165,61,41,15,1058
11971,283,41,0,0,19,243,0,1,228,13948,46,25,558
11972,245,2,0,0,0,0,1,0,203,3883,44,17,861
11973,487,41,0,0,11,225,0,0,237,15752,46,17,385
11974,283,41,0,0,38,167,0,0,208,4890,45,15,1118
11975,357,41,0,0,70,277,0,1,229,14762,42,21,318
11976,432,41,0,0,38,201,0,0,17,3517,43,19,353
11977,419,79,0,0,33,31,0,0,224,1206,41,15,297
11978,78,169,0,5,0,1,0,0,180,11950,24,3,0
11979,392,41,0,0,6,3,1,1,262,17235,41,16,274
11980,259,41,0,0,1,251,0,0,220,7179,46,24,565
11981,245,2,16,0,0,0,1,0,218,7531,40,17,215
11982,169,125,0,5,2,212,0,0,38,10876,40,22,332
11983,477,41,0,0,23,14,1,0,255,18551,42,19,305
11984,221,41,0,5,16,267,0,0,201,5713,45,19,773
11985,245,2,14,0,0,112,1,1,207,4607,44,20,385
11986,327,120,0,0,15,46,0,0,18,2208,41,24,228
11987,192,41,0,5,78,230,0,0,8,7022,45,21,149
11988,254,41,0,5,4,75,0,0,266,17891,40,15,1340
11989,257,41,0,0,49,210,0,0,234,10740,42,25,1415
11990,255,135,0,5,12,210,0,0,230,5242,44,24,1294
11991,487,41,0,0,10,217,0,0,218,13449,46,14,377
11992,140,138,0,0,51,282,0,0,145,13659,40,16,493
11993,245,2,0,0,0,216,0,0,207,3890,46,23,609
11994,353,41,0,2,1,13,0,0,208,16066,42,15,233
11995,368,41,0,5,4,191,0,0,228,5275,41,25,992
11996,493,41,0,5,38,46,0,0,186,5688,46,23,1357
11997,521,41,0,0,26,9,0,0,3,16037,43,15,215
11998,245,2,14,2,0,0,1,0,228,2455,45,22,189
11999,392,41,0,0,9,16,0,1,231,834,45,23,1308
12000,473,94,0,0,8,205,0,0,221,16071,42,22,180
12001,32,41,0,0,27,225,1,1,252,9947,44,19,1159
12002,245,2,20,0,0,0,1,0,228,6683,44,25,322
12003,460,94,0,5,0,57,0,0,217,3140,40,19,502
12004,88,74,0,0,60,46,0,0,181,12147,44,16,998
12005,327,120,0,2,0,0,0,0,239,8774,45,14,14
12006,311,41,0,0,14,67,1,0,60,15237,46,22,1220
12007,485,41,0,0,36,129,1,0,228,159,46,24,1424
12008,283,41,0,0,38,187,0,1,208,4701,42,14,951
12009,345,78,0,0,0,216,1,0,181,1629,40,14,432
12010,283,41,0,0,78,247,1,0,218,14333,41,22,455
12011,80,67,0,2,0,0,0,0,260,447,44,24,1417
12012,392,41,0,0,6,6,0,0,39,17187,45,19,1436
12013,407,121,0,0,15,101,0,0,209,3643,44,25,1270
12014,32,94,0,2,0,0,0,0,177,10088,43,19,30
12015,245,2,1,2,0,0,1,0,239,2555,45,23,469
12016,245,2,14,0,0,1,0,0,100,16334,44,21,1438
12017,245,2,14,0,0,0,1,0,5,1365,46,23,356
12018,283,41,0,0,9,18,1,0,232,17866,46,14,67
12019,473,94,0,0,31,278,0,0,261,10600,44,19,588
12020,485,41,0,0,9,65,0,0,198,17786,43,20,1370
12021,485,41,0,0,82,229,0,0,251,10465,46,20,343
12022,392,41,0,0,6,15,1,1,215,448,43,19,1174
12023,327,120,0,6,0,0,0,0,222,12729,30,4,30
12024,311,41,0,0,26,78,1,0,6,15792,40,14,1220
12025,263,130,0,5,70,135,1,0,210,8537,42,16,507
12026,245,2,1,0,1,194,1,0,219,10369,41,19,1383
12027,192,41,0,5,34,268,0,0,226,13546,42,23,313
12028,283,41,0,0,9,18,0,0,16,17945,46,22,71
12029,245,2,17,3,0,273,0,1,228,3293,44,21,448
12030,327,120,0,6,0,0,0,0,222,12458,5,4,30
12031,213,41,1,0,27,90,0,0,210,9828,45,19,408
12032,245,2,14,0,0,240,1,0,145,11655,40,25,1415
12033,404,41,0,0,11,35,0,0,177,2023,45,17,1397
12034,32,94,0,0,32,89,0,0,250,17003,44,16,41
12035,342,136,0,0,70,217,0,0,226,9713,40,19,1409
12036,192,41,0,0,49,201,0,0,252,5507,40,24,42
12037,283,41,0,0,49,232,0,0,224,11068,45,18,736
12038,283,41,0,0,63,106,1,0,195,3841,41,20,1321
12039,477,41,0,0,34,254,1,1,229,1913,46,24,492
12040,240,29,0,5,1,57,0,0,218,3522,45,17,498
12041,392,41,0,0,78,158,0,0,42,2862,43,14,980
12042,392,41,0,0,1,57,1,0,93,2256,41,17,890
12043,394,41,0,5,15,262,0,0,212,11981,46,25,358
12044,283,41,0,0,38,177,0,0,208,4441,45,19,563
12045,392,41,0,0,6,17,0,1,17,625,43,15,248
12046,245,2,14,0,0,1,1,0,133,11249,40,14,482
12047,526,41,0,0,15,219,1,0,48,3885,46,16,1078
12048,245,2,14,0,15,68,0,0,133,1946,41,20,487
12049,221,41,0,6,0,0,1,0,252,17265,41,22,1406
12050,392,41,0,0,15,24,0,0,227,787,45,21,255
12051,245,2,0,0,0,261,1,0,165,16921,46,15,495
12052,255,135,0,5,4,199,1,0,226,6114,45,16,1243
12053,192,41,0,5,34,274,0,0,248,15529,41,14,1067
12054,415,40,0,6,0,0,0,0,222,12654,46,17,1348
12055,149,41,0,0,27,24,0,0,217,18536,45,15,383
12056,192,41,0,5,37,275,0,0,239,14308,40,15,396
12057,517,130,0,0,38,187,0,0,209,12527,40,11,789
12058,487,41,0,0,2,217,1,0,218,14135,45,25,350
12059,292,41,0,0,60,211,0,0,212,2915,43,20,916
12060,27,41,0,0,27,68,0,0,111,4999,46,17,268
12061,346,41,0,0,12,247,0,1,196,14888,40,21,199
12062,473,94,0,0,49,35,0,0,212,10474,42,22,155
12063,245,2,0,0,0,216,1,0,186,1716,42,22,1350
12064,213,41,0,6,0,194,0,0,248,12229,45,24,413
12065,69,130,0,0,60,187,0,0,180,10493,45,16,521
12066,245,2,19,0,0,112,1,0,153,13019,44,17,296
12067,245,2,17,0,0,0,1,1,223,9069,45,21,480
12068,32,94,0,0,23,48,0,0,205,13331,42,22,402
12069,245,2,14,0,0,0,0,0,182,11942,41,15,659
12070,245,2,1,0,0,228,1,0,45,7813,46,14,445
12071,146,40,0,5,49,135,1,0,177,1935,43,19,448
12072,342,69,0,0,70,220,1,0,212,5655,45,25,1046
12073,245,2,16,0,0,1,1,0,206,7227,41,15,199
12074,245,2,14,2,0,0,0,0,67,2487,41,18,201
12075,283,41,0,0,11,247,0,1,189,14235,41,21,349
12076,485,41,0,0,14,81,0,0,212,18285,41,20,133
12077,32,94,0,0,82,23,0,0,111,14044,40,25,30
12078,283,41,0,0,78,147,1,0,208,8552,44,22,926
12079,80,67,0,5,1,228,1,0,99,12851,44,18,563
12080,314,168,0,0,82,219,0,0,251,14232,45,22,219
