,org,tld,ccs,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,day,month,hour
5113,305,26,0,0,13,57,1,0,173,5907,6,10,1216
5114,321,24,0,0,30,271,1,0,167,4499,6,14,281
5115,187,3,0,0,0,267,1,0,151,4071,2,12,33
5116,305,26,0,0,1,5,1,1,203,7943,2,17,1297
5117,286,26,0,0,36,242,0,0,196,4140,4,17,635
5118,292,90,0,0,15,214,0,0,173,2607,0,17,298
5119,162,26,1,0,0,2,0,0,172,3568,6,15,1378
5120,187,3,0,0,0,233,1,1,227,7223,7,18,677
5121,187,3,15,1,0,0,0,0,66,4588,2,19,233
5122,218,26,0,0,71,130,1,0,173,4397,3,12,244
5123,371,26,0,0,5,228,1,0,197,7712,1,20,780
5124,140,26,0,1,0,0,0,0,187,5108,5,15,833
5125,11,26,0,4,1,196,1,0,169,1017,1,18,1221
5126,140,26,0,1,0,219,0,0,10,4750,4,20,35
5127,187,3,0,1,0,221,1,0,169,2235,7,10,287
5128,379,26,0,0,24,134,0,0,176,5110,5,14,600
5129,248,26,0,0,0,256,1,1,176,4771,7,20,1321
5130,163,26,0,0,9,240,0,0,161,6977,3,16,1323
5131,305,26,0,0,0,46,1,0,22,650,7,11,526
5132,384,41,0,4,67,119,1,0,209,908,2,14,1324
5133,218,26,0,0,59,81,1,0,151,1270,2,19,1319
5134,63,90,0,0,24,196,0,0,178,5469,4,16,899
5135,92,26,0,0,5,217,0,0,182,3017,1,11,452
5136,380,26,0,0,5,270,0,0,193,6329,6,10,82
5137,292,90,0,0,16,228,0,0,178,3377,0,10,388
5138,344,32,0,0,0,181,1,1,171,1804,7,20,426
5139,196,5,0,4,0,0,1,0,165,1828,1,15,1262
5140,235,26,0,0,67,208,0,0,151,5348,7,12,303
5141,114,90,0,0,53,151,1,1,9,1288,1,17,620
5142,187,3,1,0,0,0,1,1,138,5379,5,10,1321
5143,187,3,15,1,0,0,0,0,143,7581,3,18,279
5144,187,3,0,6,0,1,1,0,8,1613,6,18,1239
5145,405,26,0,0,9,241,0,0,4,5923,2,18,834
5146,392,90,0,2,0,0,0,0,45,5108,2,16,618
5147,380,26,0,0,37,153,0,0,190,8455,6,20,842
5148,378,7,0,3,0,109,0,0,169,6296,7,19,993
5149,246,26,0,0,1,209,1,1,104,1855,0,19,426
5150,255,83,0,0,0,221,1,0,24,3327,3,13,129
5151,62,40,0,4,1,109,0,0,78,5937,5,19,348
5152,187,3,13,0,0,221,1,0,184,6964,2,18,181
5153,292,90,0,0,15,214,0,0,182,2842,0,18,368
5154,386,26,0,0,35,99,0,0,161,3822,5,11,455
5155,63,90,0,0,13,225,1,0,157,5948,1,14,1103
5156,275,26,0,0,1,46,1,0,224,515,1,11,218
5157,187,3,18,0,1,1,1,0,54,1356,7,11,533
5158,331,102,0,0,49,61,0,0,185,4296,5,16,1129
5159,255,83,0,1,0,1,1,0,169,5306,2,17,466
5160,305,26,0,0,13,68,0,0,63,759,1,11,1269
5161,187,3,0,0,13,207,1,0,183,7207,7,10,539
5162,187,3,0,0,0,233,1,0,127,2119,5,13,898
5163,157,56,0,6,0,0,1,0,120,6157,3,6,782
5164,255,83,0,4,24,207,0,0,176,1516,0,6,690
5165,5,90,0,0,1,176,1,0,204,2218,6,16,425
5166,140,26,0,1,0,134,0,0,233,1770,7,17,897
5167,255,83,0,0,0,221,0,0,24,4084,1,20,918
5168,140,26,0,1,0,0,0,0,231,5108,5,15,840
5169,255,83,0,4,0,0,1,0,34,151,2,19,940
5170,316,31,0,0,1,238,0,0,182,3998,5,11,203
5171,303,26,0,0,71,217,0,0,157,3696,2,16,1171
5172,265,26,0,0,3,237,1,1,192,5797,0,16,1115
5173,372,58,0,0,0,109,1,0,221,1286,3,13,1099
5174,49,90,0,0,24,68,0,0,132,5161,6,11,1077
5175,405,26,0,0,17,264,0,0,221,7032,5,14,220
5176,165,26,0,0,0,233,1,0,120,6459,2,9,571
5177,82,58,0,4,18,229,1,0,183,6812,6,14,766
5178,187,3,1,6,0,0,0,0,140,6458,3,10,1343
5179,405,26,0,0,16,252,0,0,4,6362,7,19,654
5180,203,26,0,0,8,219,0,0,163,8668,1,12,123
5181,386,26,0,4,35,46,0,0,159,3041,2,14,600
5182,187,3,0,0,0,0,1,0,87,8560,7,15,272
5183,380,26,0,0,2,16,0,0,32,6220,6,19,1120
5184,380,26,0,0,32,159,0,0,172,8575,4,15,5
5185,5,90,0,0,1,230,0,0,183,3172,2,9,1046
5186,255,83,0,4,0,109,1,0,203,869,6,9,131
5187,312,26,0,4,0,184,1,0,173,1051,0,9,482
5188,346,26,0,4,24,68,0,0,197,7484,0,9,579
5189,187,3,1,0,0,1,1,0,168,4696,7,11,424
5190,81,90,0,0,35,156,1,0,56,2110,2,14,337
5191,140,26,0,1,0,0,0,0,197,5108,4,15,231
5192,128,90,0,6,0,0,1,0,150,7026,4,14,0
5193,218,26,0,0,74,185,1,0,184,4382,6,16,667
5194,63,90,0,0,24,205,1,1,96,7265,7,16,1426
5195,292,90,0,0,17,229,0,0,178,3404,0,16,351
5196,187,3,0,1,0,109,0,0,172,7896,1,19,319
5197,255,83,0,0,0,13,1,0,203,5366,1,9,490
5198,49,90,0,0,35,134,0,0,197,5533,5,16,749
5199,384,14,0,4,14,217,0,0,132,1650,5,9,361
5200,262,39,0,0,1,233,0,0,186,509,5,10,42
5201,140,26,0,1,0,0,0,0,187,5108,5,15,833
5202,163,26,0,0,11,246,0,1,161,7507,2,13,1287
5203,303,26,0,0,2,228,0,0,187,4697,6,16,1105
5204,384,14,0,4,34,266,1,0,172,5149,6,9,509
5205,295,26,0,0,8,241,0,0,145,5371,1,16,1135
5206,187,3,0,6,0,0,0,0,134,6333,5,19,618
5207,325,47,0,4,10,200,0,0,164,557,3,10,672
5208,171,26,0,0,1,13,0,0,179,7655,2,11,1000
5209,107,70,0,1,0,0,0,0,167,5108,7,19,19
5210,259,11,0,0,71,156,0,0,165,7804,6,15,585
5211,292,90,0,0,17,216,0,0,176,2594,0,15,318
5212,187,3,0,0,24,89,1,0,150,8438,1,19,366
5213,163,26,0,0,12,248,0,1,161,7500,4,11,1415
5214,163,26,0,0,9,241,0,1,161,7438,4,11,124
5215,196,5,0,4,0,0,1,0,165,1831,7,15,1388
5216,114,90,0,0,15,259,1,0,96,614,6,10,140
5217,233,26,0,4,57,147,0,0,187,249,6,16,664
5218,187,3,17,0,0,0,1,0,165,1886,5,19,418
5219,187,3,16,0,13,256,0,0,76,5706,5,10,1434
5220,151,26,0,4,1,245,1,0,177,7561,7,14,1423
5221,187,3,18,1,0,0,0,0,172,7246,6,12,202
5222,380,26,0,0,3,44,0,0,37,7538,6,16,1401
5223,83,65,0,4,0,233,0,0,159,2231,4,14,725
5224,380,26,0,0,2,271,0,1,194,5221,7,16,474
5225,22,58,0,1,0,0,0,0,127,5108,3,10,1084
5226,255,83,0,1,0,0,0,0,159,5108,1,14,979
5227,92,26,0,0,6,216,0,0,182,2982,2,9,1107
5228,187,3,0,0,0,0,1,0,168,4052,5,12,475
5229,255,83,0,3,0,0,1,0,161,6520,6,16,733
5230,170,26,0,0,46,99,1,0,167,773,5,12,1375
5231,171,26,0,0,24,119,0,0,138,536,7,16,401
5232,187,3,13,0,0,109,1,0,132,5601,6,10,362
5233,22,58,0,1,0,0,0,0,169,5108,5,16,736
5234,218,26,0,0,57,110,1,0,127,4022,1,19,302
5235,218,26,0,0,5,205,1,0,173,6757,1,17,606
5236,326,24,0,6,0,0,0,0,186,7328,2,10,431
5237,292,90,0,0,17,225,1,0,199,3107,0,10,343
5238,187,3,13,1,0,256,0,0,157,1985,7,20,128
5239,386,26,0,0,35,99,0,0,163,3685,7,20,501
5240,255,83,0,0,0,221,0,0,24,3276,3,20,217
5241,255,83,0,0,0,221,0,0,24,2778,2,11,22
5242,187,3,0,0,0,24,0,1,161,1033,6,10,1404
5243,141,26,0,4,25,254,0,0,149,6848,1,9,1322
5244,384,41,0,4,71,119,1,0,190,1071,5,19,16
5245,263,51,0,0,7,6,0,0,179,5435,4,14,905
5246,386,26,0,0,35,99,0,0,163,3482,7,20,522
5247,187,3,13,0,0,0,1,0,164,5067,1,10,240
5248,255,83,0,1,0,0,0,0,150,2378,3,17,201
5249,81,90,0,0,46,134,1,0,145,1457,5,13,486
5250,306,26,0,2,0,0,0,0,165,5082,4,16,1
5251,65,24,0,4,1,1,0,0,178,8183,0,16,260
5252,302,26,0,0,34,38,0,0,132,3812,1,12,1361
5253,83,65,0,4,67,202,0,0,153,1644,5,14,1065
5254,187,3,17,0,0,0,1,0,186,4593,5,13,278
5255,5,90,0,0,0,207,1,0,140,4525,1,13,1123
5256,255,83,0,0,0,35,1,0,205,6083,6,15,477
5257,386,26,0,0,24,99,0,0,194,3677,5,10,387
5258,292,90,0,0,16,216,0,0,176,2684,0,10,317
5259,386,26,0,0,35,99,0,0,163,3673,1,19,1429
5260,163,26,0,0,12,228,1,1,195,6807,7,12,769
5261,187,3,13,2,0,267,0,1,215,1125,2,16,1335
5262,292,90,0,0,17,220,1,0,178,3359,0,16,374
5263,329,50,0,4,0,109,0,0,157,5147,7,14,941
5264,218,26,0,0,17,263,0,0,187,1943,6,12,184
5265,382,26,0,0,67,205,1,1,195,5954,3,15,1231
5266,22,26,0,0,67,217,1,0,175,3699,6,15,722
5267,136,26,0,0,0,35,1,0,205,4634,3,17,49
5268,255,83,0,4,13,109,1,0,169,7884,1,16,72
5269,305,26,0,0,2,18,1,0,138,8058,6,14,542
5270,22,58,0,1,0,0,0,0,127,5108,1,20,126
5271,255,83,0,0,0,68,1,0,205,7024,5,17,490
5272,22,58,0,0,22,92,0,0,186,8143,7,19,729
5273,162,26,0,0,1,196,0,0,157,1518,4,14,645
5274,386,26,0,0,24,99,0,0,157,3434,3,12,1346
5275,187,3,13,0,0,0,1,0,171,6277,4,14,820
5276,151,26,0,4,1,245,1,0,207,7431,1,18,1225
5277,286,26,0,0,9,203,0,0,199,566,4,14,241
5278,241,26,0,0,0,13,0,0,190,5055,6,9,1200
5279,187,3,0,0,0,46,1,0,153,389,2,16,612
5280,114,90,0,0,27,252,0,0,180,7542,6,20,435
5281,378,7,0,3,0,109,0,0,167,6333,7,19,992
5282,405,26,0,0,11,247,0,0,227,6017,6,19,532
5283,255,83,0,6,0,109,0,0,176,8294,1,20,977
5284,262,39,0,0,1,233,0,0,203,640,5,15,63
5285,128,90,0,6,0,0,1,0,157,5617,7,9,472
5286,255,83,0,6,0,1,0,0,145,6367,6,18,6
5287,49,90,0,0,35,119,0,0,198,5424,1,12,1279
5288,218,26,0,0,11,215,0,0,161,4971,2,15,1320
5289,187,3,1,0,0,0,0,1,120,7753,6,20,1426
5290,305,26,0,0,2,25,1,0,202,8059,6,10,133
5291,107,70,0,1,0,0,0,0,164,5108,6,13,675
5292,385,52,0,2,0,0,0,0,124,569,5,12,148
5293,292,90,0,0,17,229,0,0,178,3527,0,12,535
5294,187,3,1,0,1,184,1,0,176,6326,6,19,216
5295,187,3,0,0,0,1,0,0,164,5928,5,9,576
5296,392,90,0,2,0,0,0,0,177,5108,2,20,1431
5297,255,83,0,6,0,0,0,0,0,558,2,13,1432
5298,69,84,0,4,1,221,1,0,180,3065,2,11,506
5299,331,102,0,0,14,7,0,0,190,1978,2,17,282
5300,6,32,0,0,46,200,0,0,230,1856,3,14,863
5301,156,26,0,1,0,0,0,0,161,5108,5,15,898
5302,170,26,0,0,24,35,1,0,132,368,5,13,270
5303,22,58,0,0,13,99,0,0,176,579,5,16,242
5304,252,26,0,0,0,233,0,0,208,45,1,11,266
5305,187,3,18,0,0,2,1,0,143,1726,7,20,571
5306,380,26,0,0,1,167,0,0,169,1825,3,17,173
5307,384,14,0,4,20,227,1,0,173,3952,6,16,435
5308,81,90,0,0,46,126,1,0,179,1195,4,16,487
5309,81,90,0,0,5,249,0,0,140,6072,2,20,1427
5310,386,26,0,0,35,99,0,0,163,3524,1,20,389
5311,187,3,1,0,0,0,0,1,132,8443,2,18,564
5312,292,90,0,0,15,208,0,0,171,2358,3,10,379
5313,81,90,0,0,67,191,0,0,174,3776,2,19,603
5314,255,83,0,0,0,221,0,0,24,2908,7,18,978
5315,141,26,0,0,25,20,0,0,180,5950,6,4,785
5316,187,3,17,0,24,256,1,0,208,8665,4,11,482
5317,380,26,0,0,31,166,1,0,208,8543,7,14,1000
5318,138,58,0,4,57,78,1,0,132,7343,7,9,1325
5319,114,90,0,0,21,265,0,0,138,6826,6,20,1383
5320,187,3,15,0,0,109,0,0,206,5366,2,10,834
5321,81,90,0,0,46,126,1,0,159,1098,1,9,1038
5322,386,26,0,0,35,99,0,0,194,3676,5,10,448
5323,255,83,0,0,0,221,0,0,24,4452,2,11,107
5324,22,58,0,1,0,0,0,0,188,5108,3,9,75
5325,187,3,0,0,0,0,1,0,143,3667,2,10,939
5326,151,26,0,4,1,233,1,0,6,7435,3,10,1381
5327,238,26,0,4,1,110,1,0,224,6015,5,20,1114
5328,137,26,0,0,35,68,0,0,153,375,6,11,688
5329,218,26,0,0,67,126,1,1,173,4203,6,11,208
5330,255,83,0,0,0,221,0,0,24,4026,7,19,1111
5331,20,26,0,0,24,134,0,0,188,1647,0,19,5
5332,292,90,0,0,17,216,0,0,171,2802,0,19,348
5333,187,3,13,1,0,0,1,0,24,2258,2,16,265
5334,22,26,0,0,20,34,0,0,145,8188,6,17,388
5335,255,83,0,0,0,256,0,0,203,3951,6,15,486
5336,255,83,0,6,0,109,0,0,150,355,3,9,1273
5337,255,83,0,0,0,221,0,0,24,3153,5,13,39
5338,405,26,0,0,5,222,1,0,178,4982,4,20,563
5339,187,3,13,0,0,0,1,0,165,1002,1,19,188
5340,255,83,0,0,0,68,1,0,205,7049,1,17,491
5341,255,83,0,0,24,217,1,0,213,1881,3,20,1400
5342,274,26,0,0,1,233,0,0,150,5344,1,14,192
5343,307,26,0,0,10,269,1,0,178,6894,2,17,861
5344,386,26,0,0,35,99,0,0,163,3459,4,20,537
5345,405,26,0,0,12,250,1,1,171,6377,6,9,819
5346,380,26,0,0,37,165,0,0,2,8563,5,15,561
5347,81,90,0,0,46,156,0,1,164,2124,5,15,373
5348,380,26,0,0,5,16,0,0,181,6696,5,10,558
5349,72,26,0,0,67,176,0,0,171,1347,1,13,384
5350,292,90,0,0,17,216,0,0,178,2657,0,13,364
5351,380,26,0,0,36,169,0,0,180,8587,5,20,854
5352,255,83,0,0,0,221,1,0,24,2975,3,20,50
5353,327,48,0,0,27,33,1,0,188,167,2,17,497
5354,141,26,0,4,34,273,1,0,185,6909,5,14,1124
5355,22,26,0,0,71,217,0,0,185,4793,2,13,616
5356,124,53,0,4,16,235,0,0,172,2450,5,17,691
5357,187,3,0,0,0,0,1,0,45,3254,5,10,89
5358,22,58,0,1,0,0,0,0,173,5108,5,12,1057
5359,81,90,0,0,46,134,1,0,172,2139,3,11,2
5360,232,26,0,1,46,130,0,0,174,6900,6,15,988
5361,197,26,0,4,17,37,1,1,220,6412,6,12,1329
5362,218,26,0,0,71,134,1,0,173,4303,2,20,122
5363,405,26,0,0,11,249,0,0,7,6287,4,18,1073
5364,269,58,0,0,13,138,0,0,187,1460,5,13,1333
5365,197,26,0,4,7,23,1,1,183,6455,6,14,256
5366,187,3,13,0,0,0,1,0,169,4726,2,13,559
5367,386,26,0,0,35,99,0,0,161,3497,2,18,1170
5368,386,26,0,0,35,99,0,0,163,3562,7,14,533
5369,346,26,0,4,24,57,0,0,182,7528,0,14,625
5370,241,26,0,0,24,89,0,0,199,6762,5,17,1392
5371,187,3,0,0,13,256,0,0,185,5921,2,13,458
5372,187,3,0,2,0,0,0,0,226,483,2,20,143
5373,292,90,0,0,15,215,0,0,171,2587,0,20,427
5374,82,58,0,4,35,46,1,0,104,1606,7,14,1021
5375,110,58,0,0,1,218,0,0,10,1653,6,10,678
5376,382,26,0,0,67,202,1,0,178,5194,6,17,562
5377,187,3,1,0,0,0,1,0,231,5002,5,18,161
5378,12,90,0,4,0,221,1,0,143,1477,7,17,525
5379,81,90,0,0,35,200,1,1,174,2553,2,11,1340
5380,255,83,0,0,0,221,0,0,24,2882,7,9,102
5381,171,26,0,0,24,110,0,0,168,489,2,12,306
5382,252,26,0,0,0,221,0,0,49,1640,7,18,1150
5383,292,90,0,0,16,220,0,0,178,3162,0,18,289
5384,192,3,0,6,1,184,1,1,53,5196,1,9,945
5385,386,26,0,0,35,99,0,0,163,3495,1,19,340
5386,269,58,0,0,13,138,0,0,178,1450,2,13,1297
5387,171,26,0,0,24,119,0,0,138,756,4,16,1248
5388,187,3,0,0,0,0,0,0,175,7266,2,10,62
5389,382,26,0,0,2,205,0,0,199,7177,2,12,399
5390,236,89,0,0,0,68,0,0,145,6817,7,11,411
5391,270,96,0,0,67,242,0,0,196,5490,5,18,447
5392,262,39,0,0,17,264,0,0,169,5117,6,9,71
5393,305,26,0,0,3,9,0,0,17,8061,4,19,1434
5394,255,83,0,0,0,256,1,0,203,4101,6,14,490
5395,218,26,0,0,54,96,1,1,157,2012,5,13,1377
5396,287,26,0,0,25,254,0,0,153,1694,4,17,142
5397,255,83,0,0,0,221,0,0,24,2725,5,12,1248
5398,187,3,1,0,46,147,1,0,151,5210,5,10,962
5399,255,83,0,6,0,0,0,0,186,6268,0,10,340
5400,80,58,1,0,35,78,0,0,24,2076,6,16,230
5401,241,26,0,0,24,68,0,0,163,6083,7,10,1105
5402,187,3,0,2,0,0,0,0,222,632,6,10,1433
5403,137,26,0,0,35,68,0,0,174,414,6,12,1341
5404,163,26,0,0,2,218,0,1,190,5414,5,17,741
5405,240,26,0,0,17,86,1,1,67,7819,7,16,1255
5406,113,33,0,0,1,245,0,0,172,4058,4,12,1301
5407,386,26,0,4,24,46,0,0,153,2985,6,14,1423
5408,80,58,0,4,30,45,1,0,231,7726,1,15,754
5409,187,3,0,0,0,109,1,1,192,4232,6,13,112
5410,141,26,0,4,22,14,0,0,165,6076,7,9,1256
5411,380,26,0,0,38,172,0,0,26,61,3,14,867
5412,331,102,0,0,21,27,1,0,180,2685,4,10,1191
5413,201,26,0,0,71,217,0,0,176,6103,5,15,1169
5414,5,90,0,0,1,24,1,1,132,7135,7,17,539
5415,187,3,1,6,0,0,1,0,225,6095,6,19,1205
5416,187,3,18,1,0,0,1,0,205,359,6,17,517
5417,141,26,0,4,26,95,0,0,150,427,7,13,1071
5418,122,18,0,4,46,176,0,0,225,2703,5,14,619
5419,386,26,0,0,35,99,0,0,159,3467,2,20,1066
5420,187,3,0,6,0,1,1,0,134,4308,5,19,402
5421,305,26,0,0,71,14,1,1,31,8383,3,9,1371
5422,380,26,0,0,24,198,0,0,168,1810,5,18,1371
5423,264,106,0,0,5,265,0,0,176,4576,3,9,1306
5424,292,90,0,0,17,216,0,0,179,2929,0,9,356
5425,218,26,0,0,71,134,1,1,173,4341,3,13,163
5426,22,58,0,1,0,0,0,0,161,5108,6,17,9
5427,255,83,0,6,0,0,0,0,186,5967,0,17,643
5428,20,26,0,0,35,191,0,0,37,101,6,19,759
5429,255,83,0,0,0,110,1,0,185,8621,5,10,741
5430,305,26,0,0,24,274,1,1,233,7761,6,11,1372
5431,187,3,1,0,0,109,1,0,164,1012,1,11,252
5432,255,83,0,1,0,109,1,0,190,1033,7,16,1119
5433,380,26,0,0,34,154,1,0,213,8508,7,15,85
5434,316,31,0,0,46,89,1,0,173,7094,4,13,1206
5435,22,26,0,1,0,0,0,0,161,5108,6,20,797
5436,385,52,0,6,0,1,1,0,183,936,1,9,740
5437,292,90,0,0,17,220,0,0,178,3257,0,9,265
5438,380,26,0,0,74,3,0,0,48,6406,2,19,1104
5439,22,58,0,1,0,0,0,0,112,5108,2,17,1039
5440,137,26,0,0,0,256,0,0,150,8640,3,10,1130
5441,197,26,0,4,7,22,0,1,159,6368,6,14,182
5442,241,26,0,0,35,68,0,0,182,7110,7,15,124
5443,325,47,0,4,45,7,0,0,192,4020,4,15,1015
5444,380,26,0,0,3,6,0,0,52,6721,2,18,1170
5445,292,90,0,0,15,219,0,0,8,3109,0,18,374
5446,187,3,0,0,0,57,1,1,178,8723,2,11,161
5447,233,26,0,4,35,35,0,0,194,610,5,11,909
5448,384,41,0,4,2,134,1,0,151,1143,5,13,1234
5449,305,26,0,0,24,185,1,0,88,489,5,9,332
5450,255,83,0,0,0,221,0,0,24,2865,7,13,942
5451,187,3,16,0,0,207,1,0,157,3698,4,18,595
5452,83,102,0,0,20,28,0,0,138,2841,6,20,146
5453,380,26,0,0,9,34,0,0,21,7470,6,12,1404
5454,316,31,0,0,24,222,0,0,196,3688,5,18,436
5455,292,90,0,0,17,229,0,0,178,3418,0,18,356
5456,151,24,0,4,1,196,0,0,163,347,1,11,1255
5457,173,26,0,0,1,198,0,0,180,7867,7,19,1345
5458,255,83,0,0,0,221,0,0,24,2470,5,20,36
5459,292,90,0,0,15,219,0,0,231,3362,0,20,191
5460,187,3,13,0,0,109,1,0,183,7774,2,18,149
5461,329,50,0,4,0,109,0,0,157,5147,4,14,32
5462,305,26,0,0,0,4,1,0,186,7805,6,11,1369
5463,148,26,0,4,57,267,1,0,56,6518,0,11,842
5464,386,26,0,0,35,99,1,0,163,3633,1,19,510
5465,63,90,0,0,1,78,1,0,153,8358,4,17,217
5466,104,26,1,0,1,256,0,0,192,5292,7,12,254
5467,292,90,0,0,17,229,0,0,178,3535,0,12,437
5468,305,26,0,0,0,24,1,0,30,4784,5,9,646
5469,165,26,0,0,35,267,0,0,153,1259,4,13,365
5470,140,26,0,1,0,0,0,0,231,5108,2,16,172
5471,5,90,0,0,1,89,1,0,161,550,5,10,525
5472,380,26,0,0,24,110,0,0,164,833,5,18,1370
5473,292,90,0,0,17,220,0,0,178,3210,0,18,314
5474,386,26,0,4,24,46,0,0,163,3013,7,14,1422
5475,218,26,0,0,13,199,0,0,173,2580,4,12,232
5476,386,26,0,0,35,99,1,0,163,3604,4,20,1214
5477,62,40,0,1,0,0,0,0,53,6990,2,19,156
5478,127,26,0,0,1,233,1,0,167,5109,1,14,204
5479,252,26,0,0,0,245,0,0,177,232,7,12,259
5480,189,3,0,6,0,0,0,0,143,273,2,7,783
5481,187,3,0,1,0,0,0,0,159,6191,5,19,137
5482,187,3,0,0,0,46,1,0,104,244,1,10,610
5483,305,26,0,0,0,271,1,0,233,7984,3,12,234
5484,270,41,0,0,57,202,1,0,177,1889,4,12,1357
5485,140,26,0,1,0,0,0,0,194,5108,1,20,862
5486,405,26,0,0,12,249,0,0,7,6247,3,18,640
5487,255,83,0,0,35,68,0,0,120,8262,6,11,1164
5488,292,90,0,0,17,216,0,0,179,2946,0,11,356
5489,386,26,0,0,35,99,0,0,161,3710,6,20,318
5490,81,90,0,0,46,126,1,0,132,972,5,12,793
5491,297,46,0,0,71,202,0,0,153,429,4,9,743
5492,187,3,0,0,0,184,1,0,176,3949,1,10,933
5493,187,3,0,0,0,233,1,0,221,8454,6,18,266
5494,305,26,0,0,2,19,1,1,199,8021,7,15,1287
5495,255,83,0,4,0,1,1,0,216,1776,7,15,387
5496,292,90,0,0,16,216,0,0,183,2661,0,15,312
5497,292,90,0,0,17,216,0,0,168,2623,0,15,298
5498,246,26,0,0,1,248,1,0,104,2527,0,15,367
5499,307,26,0,0,9,262,0,0,174,6575,7,9,808
5500,187,3,15,0,0,0,1,0,87,4935,1,10,789
5501,167,26,0,0,46,78,0,0,167,7857,1,13,471
5502,63,90,0,0,67,248,0,0,217,8048,3,18,145
5503,252,26,0,0,0,233,0,0,187,216,1,11,131
5504,142,26,0,4,35,11,0,0,198,6450,1,16,1069
5505,22,58,0,1,0,0,0,0,157,5108,6,10,35
5506,86,26,0,0,16,238,0,0,149,4708,5,20,546
5507,386,26,0,0,35,99,0,0,194,3673,5,10,815
5508,22,58,0,1,0,0,0,0,177,5108,5,17,1356
5509,371,26,0,0,74,208,0,0,169,2008,1,16,521
5510,237,26,0,1,0,0,0,0,151,5108,7,2,782
5511,187,3,0,0,0,233,0,0,212,1201,5,13,189
5512,141,26,0,4,18,274,0,0,165,5728,7,12,1156
5513,72,26,0,0,67,134,0,0,171,8655,1,9,422
5514,321,24,0,0,39,266,0,0,171,4453,7,12,552
5515,107,94,0,4,19,34,1,0,167,8370,6,12,68
5516,325,47,0,4,64,42,0,0,164,4991,6,10,195
5517,285,26,0,0,7,249,1,0,186,7358,6,16,1261
5518,187,3,16,2,0,267,0,0,220,1665,5,20,459
5519,171,26,0,0,1,68,0,0,192,862,5,15,240
5520,255,83,0,4,0,0,1,0,193,1365,0,15,863
5521,83,65,0,4,15,228,0,0,176,3500,6,15,929
5522,255,83,0,4,0,207,0,0,168,7297,2,9,410
5523,331,102,0,0,49,63,0,0,180,4357,2,16,1274
5524,386,26,0,0,35,99,0,0,161,3710,5,20,121
5525,221,74,0,0,14,15,1,0,180,7209,2,12,541
5526,331,102,0,0,18,21,0,0,161,2773,3,10,1208
5527,241,26,0,0,0,2,0,0,197,5245,2,15,141
5528,380,26,0,0,2,7,0,0,44,6230,5,13,1181
5529,156,26,0,1,0,0,0,0,183,5108,7,16,840
5530,187,3,15,0,1,245,1,0,178,5272,5,19,690
5531,255,83,0,0,13,233,1,0,167,6355,0,19,755
5532,108,78,0,0,10,228,0,0,157,4441,7,9,1176
5533,331,102,0,0,18,23,1,0,190,2791,4,20,1151
5534,255,83,0,3,0,1,0,0,134,1190,1,20,350
5535,218,26,0,0,71,130,1,1,173,4410,7,13,194
5536,187,3,0,0,0,109,1,0,132,3568,6,19,843
5537,262,39,0,0,17,266,0,0,173,5183,6,9,67
5538,292,90,0,0,16,225,0,0,180,3193,0,9,359
5539,302,26,0,0,0,221,1,0,177,2972,3,17,1040
5540,187,3,0,0,0,233,1,1,197,5800,5,13,224
5541,187,3,0,0,13,256,0,0,213,5959,5,13,533
5542,290,26,0,0,13,184,1,0,104,5162,6,9,1195
5543,405,26,0,0,5,222,0,0,218,5009,6,20,520
5544,187,3,15,0,0,109,1,0,149,2942,6,10,1428
5545,406,84,0,6,0,0,0,0,202,4395,3,18,119
5546,386,26,0,0,35,99,0,0,163,3749,3,19,419
5547,22,58,0,1,0,0,0,0,159,5108,1,20,68
5548,371,26,0,0,3,249,0,0,194,7611,3,14,1151
5549,223,26,0,4,24,267,0,0,140,6107,7,20,1052
5550,325,47,0,4,27,250,1,0,185,4702,2,14,940
5551,246,26,0,0,1,240,1,1,104,2253,0,14,365
5552,305,26,0,0,0,6,1,0,233,7764,4,10,559
5553,292,90,0,0,15,202,0,0,209,4432,0,10,852
5554,81,90,0,0,35,191,0,0,174,2100,2,16,553
5555,384,41,0,4,57,78,1,0,205,148,1,10,1370
5556,405,26,0,0,9,242,0,0,214,6749,3,19,1323
5557,167,26,0,4,35,110,0,0,167,7222,3,13,1250
5558,270,41,0,0,67,217,1,0,177,4054,1,16,1362
5559,49,90,0,0,35,126,0,0,198,5515,1,16,393
5560,384,41,0,4,67,99,1,0,178,1359,7,20,1327
5561,380,26,0,0,29,106,0,0,207,8698,1,19,1363
5562,22,58,0,1,0,0,0,0,132,5108,2,20,65
5563,241,26,0,0,35,35,0,0,167,6943,2,10,1260
5564,187,3,0,0,13,256,0,0,213,5959,5,13,531
5565,380,26,0,0,10,32,0,0,176,8137,3,20,124
5566,241,26,0,0,0,2,0,0,213,4134,2,9,235
5567,187,3,15,0,13,126,1,0,96,691,7,19,791
5568,53,26,0,4,24,216,0,0,174,1237,6,12,1369
5569,187,3,13,0,0,0,1,0,153,907,6,18,419
5570,292,90,0,0,16,216,0,0,185,2810,0,18,307
5571,292,90,0,0,17,220,0,0,178,3207,0,18,306
5572,163,26,0,0,7,238,0,0,161,7332,3,14,153
5573,62,40,0,1,0,0,1,0,142,8212,6,19,268
5574,386,26,0,0,35,99,0,0,164,3523,6,14,1064
