,org,tld,ccs,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,day,month,hour,label
12334,238,2,1,0,0,4,1,0,26,31502,4,18,13.083333333333336,2
12335,238,2,0,0,2,2,1,1,41,19776,1,20,15.883333333333333,2
12336,481,39,0,0,4,19,0,0,38,27241,4,13,15.2,0
12337,354,91,0,0,0,2,1,0,44,1190,1,10,16.466666666666665,0
12338,500,39,0,0,1,15,0,0,30,9843,5,14,6.65,0
12339,361,39,0,3,0,0,0,0,65,4155,3,19,6.566666666666666,0
12340,206,39,1,0,3,18,0,0,47,3311,6,14,12.233333333333333,2
12341,421,39,0,0,1,12,0,0,32,11562,0,15,6.2666666666666675,0
12342,507,39,0,0,26,92,0,0,51,64241,2,10,23.066666666666666,1
12343,238,2,3,0,0,1,0,0,18,36492,4,11,17.616666666666667,2
12344,32,91,0,2,0,0,0,0,48,4,1,17,2.4833333333333334,3
12345,238,2,1,0,0,0,1,0,37,1918,1,13,17.466666666666665,2
12346,275,39,0,0,15,88,1,0,66,93849,6,20,1.1166666666666667,1
12347,382,39,0,0,0,12,1,0,34,4682,3,17,8.35,1
12348,481,39,0,0,4,19,0,0,38,27384,0,10,5.5166666666666675,0
12349,221,39,0,0,6,23,1,0,39,35590,4,19,7.966666666666668,3
12350,403,75,0,6,2,13,0,0,36,10839,4,17,14.933333333333335,3
12351,206,39,1,0,2,80,0,0,46,17006,4,20,7.05,2
12352,206,39,0,7,0,2,0,0,35,1158,4,10,4.15,0
12353,421,39,0,0,1,12,0,0,39,11603,1,14,15.683333333333335,0
12354,238,2,2,3,0,0,0,0,29,9480,5,16,10.633333333333333,2
12355,481,39,0,0,4,19,0,0,36,26951,2,16,11.016666666666667,0
12356,206,39,1,0,3,18,0,0,81,4130,1,14,16.983333333333334,2
12357,382,39,0,0,8,101,1,0,134,84485,2,20,11.283333333333333,1
12358,33,39,0,0,0,1,0,1,93,7260,0,11,0.6666666666666666,3
12359,382,39,0,0,3,14,1,0,32,4791,0,10,1.1,1
12360,265,95,0,0,8,28,0,1,51,22394,1,9,21.216666666666665,0
12361,465,39,0,0,1,21,1,0,164,33266,1,11,16.4,0
12362,238,2,0,0,3,11,1,0,19,28532,5,19,12.133333333333333,2
12363,507,39,0,0,23,94,0,0,100,76808,4,16,8.266666666666667,1
12364,158,48,0,0,1,7,0,0,44,2947,3,12,7.15,0
12365,382,39,0,0,0,10,1,0,335,4589,4,9,23.716666666666665,1
12366,382,39,0,0,2,89,0,0,136,65350,6,19,12.15,3
12367,32,91,0,0,32,185,1,0,111,87149,2,20,7.716666666666668,3
12368,473,39,0,0,10,120,1,1,104,68083,0,9,8.666666666666666,1
12369,481,39,0,0,4,17,0,0,34,29689,0,13,3.466666666666667,0
12370,301,39,0,0,23,163,1,0,141,73207,3,17,6.5,0
12371,238,2,2,2,0,6,1,0,83,60769114,4,17,12.483333333333333,2
12372,369,71,0,0,15,43,0,0,35,15333,5,14,0.6333333333333333,1
12373,238,2,3,0,0,2,1,1,45,7543,1,12,10.966666666666667,2
12374,477,39,0,0,1,11,0,0,47,3934,4,16,10.083333333333334,0
12375,212,39,0,6,3,33,0,0,25,27878,1,19,3.8666666666666663,0
12376,275,39,0,0,2,19,0,1,51,16629,1,17,23.016666666666666,1
12377,221,39,0,0,6,23,1,0,39,35354,4,10,7.933333333333334,0
12378,507,39,0,0,7,26,0,0,75,30669,1,12,11.15,1
12379,295,39,0,0,6,17,0,0,47,31423,1,14,20.55,0
12380,265,39,0,7,0,2,1,0,53,724,5,14,1.1833333333333331,0
12381,238,2,0,0,0,14,1,0,33,11582,5,16,9.4,2
12382,335,75,0,0,0,4,1,0,32,1210,0,9,15.366666666666667,0
12383,382,39,0,0,1,99,1,0,63,85009,6,20,13.683333333333335,1
12384,473,39,0,0,21,61,0,0,53,29965,1,10,13.316666666666665,1
12385,475,39,0,0,8,43,1,0,107,61487,2,20,14.45,3
12386,392,45,0,0,34,124,0,0,46,81442,0,20,12.583333333333336,3
12387,238,2,2,0,3,9,1,0,57,6133,6,12,6.033333333333332,2
12388,304,164,0,0,9,41,0,0,36,29432,5,14,12.216666666666667,0
12389,160,126,0,0,37,94,0,0,48,91025,5,18,15.65,3
12390,404,38,0,7,0,0,1,0,57,806,3,14,10.766666666666667,0
12391,463,91,0,0,0,3,1,0,32,7622,1,18,19.366666666666667,0
12392,238,2,2,0,0,11,0,1,71,10734,0,20,13.566666666666665,2
12393,206,39,1,0,3,18,0,0,41,3950,1,14,16.6,2
12394,392,45,0,0,34,123,0,0,59,81063,4,20,12.566666666666665,3
12395,275,39,0,0,9,26,0,0,39,28447,5,14,17.55,1
12396,432,39,0,0,0,19,0,1,19,14409,0,18,10.05,0
12397,303,39,0,0,4,17,0,0,65,7651,3,19,22.0,3
12398,473,39,0,0,8,71,0,1,70,40715,5,12,14.733333333333333,1
12399,32,91,0,0,32,259,1,0,39,228943,2,9,11.933333333333335,3
12400,404,38,0,7,0,0,0,0,57,705,1,11,17.566666666666666,0
12401,238,2,1,0,0,10,1,0,30,2703,2,19,18.066666666666666,2
12402,404,38,0,6,1,42,0,0,76,5102,1,20,16.133333333333333,0
12403,473,39,0,0,37,217,1,1,61,102512,6,19,13.583333333333336,1
12404,55,26,0,6,0,9,0,0,96,3718,1,16,10.65,0
12405,465,39,0,0,9,124,1,0,87,125495,0,17,14.566666666666665,0
12406,287,118,0,0,13,60,1,0,45,40675,4,10,6.666666666666668,3
12407,335,75,0,0,0,4,1,0,32,1210,0,9,10.366666666666667,0
12408,97,39,0,0,0,13,0,0,43,7977,0,15,12.016666666666667,3
12409,275,39,0,0,17,71,0,1,109,77148,1,20,17.483333333333334,1
12410,238,2,13,2,0,0,0,0,34,320184,0,18,14.683333333333335,2
12411,68,126,0,0,4,27,0,0,29,42709,5,15,16.516666666666666,3
12412,473,39,0,0,45,216,0,1,75,99655,1,14,17.283333333333335,1
12413,234,126,0,0,11,56,0,0,51,41270,0,15,2.5,0
12414,287,118,0,0,6,38,0,0,42,28107,0,19,11.45,3
12415,373,39,0,0,26,143,1,0,60,87739,2,18,5.116666666666666,3
12416,9,39,0,0,3,28,1,0,54,49498,1,19,0.4833333333333333,0
12417,214,39,0,6,12,52,0,0,46,17632,1,14,6.833333333333332,0
12418,481,39,0,0,4,19,0,0,35,27329,3,14,23.03333333333333,0
12419,238,2,4,2,0,0,0,0,25,537957,4,13,10.016666666666667,2
12420,27,39,0,0,1,8,0,0,57,10869,6,12,4.05,0
12421,403,75,0,6,27,56,0,0,41,36649,0,0,20.116666666666667,3
12422,32,91,0,2,0,0,0,0,55,4,3,12,0.8833333333333333,3
12423,214,39,0,7,0,2,0,0,84,653,0,12,11.116666666666667,0
12424,481,39,0,0,4,19,0,0,39,27160,2,20,9.766666666666667,0
12425,221,39,0,0,8,29,1,0,34,25598,6,9,9.066666666666666,3
12426,221,39,0,0,3,15,0,0,70,12335,5,10,13.466666666666667,0
12427,121,126,0,0,3,7,1,0,15,14678,4,12,17.15,0
12428,286,93,0,6,2,10,0,0,62,13519,5,9,22.13333333333333,1
12429,238,2,0,2,0,0,0,0,72,765174,0,20,13.916666666666664,2
12430,401,92,0,0,1,7,0,0,16,2661,2,11,12.116666666666667,0
12431,238,2,0,7,0,2,1,0,26,1313,3,12,13.766666666666667,2
12432,382,39,0,0,8,15,0,0,62,13215,1,20,16.8,0
12433,32,91,0,2,0,0,0,0,38,4,3,20,2.333333333333333,3
12434,238,2,0,0,0,0,1,0,27,3105,4,20,13.533333333333333,2
12435,78,64,0,7,0,0,1,0,99,580,0,12,14.933333333333335,2
12436,507,39,0,0,14,58,1,0,85,44322,6,10,17.533333333333335,1
12437,230,39,0,0,12,69,1,0,57,85957,0,14,6.7666666666666675,3
12438,465,39,0,0,1,28,1,0,100,36509,4,9,1.0833333333333333,0
12439,238,2,3,2,0,0,0,0,28,205142,0,9,2.533333333333333,2
12440,473,39,0,0,31,208,0,0,133,105032,2,18,9.066666666666666,1
12441,382,39,0,0,2,16,0,0,52,11317,1,14,11.683333333333335,0
12442,214,39,0,0,3,9,0,0,83,4839,6,13,13.616666666666667,0
12443,327,62,0,0,13,50,0,0,61,52417,6,20,0.85,3
12444,507,39,0,0,38,129,1,0,100,81618,4,13,11.65,1
12445,32,64,0,0,7,120,0,0,103,103592,6,18,0.15,3
12446,481,39,0,6,3,14,0,0,35,24679,1,14,11.666666666666664,0
12447,493,39,0,0,12,46,1,0,52,45413,0,19,15.133333333333333,3
12448,287,118,0,0,23,98,0,0,16,92391,0,12,9.133333333333333,3
12449,332,133,0,0,8,44,0,0,59,46163,6,17,12.1,1
12450,317,116,0,6,13,28,0,0,27,22720,4,4,20.133333333333333,0
12451,301,39,0,0,19,139,1,0,181,63970,3,12,6.383333333333334,0
12452,507,39,0,0,23,85,0,1,102,61738,6,14,8.05,1
12453,481,39,0,0,4,19,0,0,37,27619,2,19,16.1,0
12454,473,39,0,0,21,160,0,1,137,93115,6,15,10.716666666666667,1
12455,214,39,0,6,6,28,0,0,36,8857,0,9,3.9,0
12456,130,5,0,0,10,68,1,1,187,72662,6,14,18.25,0
12457,238,2,3,0,0,1,1,0,28,10599,6,18,11.083333333333336,2
12458,73,39,0,0,8,41,1,0,48,47606,4,15,22.066666666666666,3
12459,329,143,0,0,12,64,1,0,28,26908,5,15,7.816666666666666,3
12460,382,39,0,0,13,126,1,0,123,109483,3,16,3.1,1
12461,238,2,2,0,0,3,1,0,37,1559,1,14,18.966666666666665,2
12462,163,44,0,0,7,37,0,0,35,21923,6,18,11.633333333333333,0
12463,373,39,0,0,38,180,1,0,42,99356,2,13,10.183333333333334,3
12464,481,39,0,0,4,19,0,0,35,26880,3,10,19.183333333333334,0
12465,382,39,0,0,14,108,1,1,62,105976,5,19,18.133333333333333,1
12466,401,92,0,0,1,7,0,0,38,3389,5,19,14.916666666666664,0
12467,238,2,1,0,0,10,0,0,72,9290,0,9,16.416666666666668,2
12468,473,39,0,0,33,200,0,0,64,93296,3,10,8.566666666666666,1
12469,382,39,0,0,12,111,1,0,57,104537,4,10,14.05,1
12470,238,2,0,2,0,0,1,0,74,620937,1,19,20.2,2
12471,473,39,0,0,24,207,0,0,110,93008,6,11,9.683333333333334,1
12472,317,116,0,7,0,2,0,0,59,1989,3,20,0.95,0
12473,280,106,0,0,19,114,1,0,48,89142,0,11,6.5166666666666675,3
12475,210,39,0,0,1,30,0,0,53,15100,4,9,18.383333333333333,0
12476,238,2,0,0,1,6,1,1,20,2266,1,10,14.95,2
12477,238,2,5,2,0,0,0,0,42,531930,5,11,3.95,2
12478,473,39,0,0,31,186,0,0,79,101078,4,20,9.416666666666666,1
12479,32,91,0,0,20,120,0,0,30,52562,3,10,12.316666666666665,3
12480,382,39,0,0,2,13,0,0,62,10183,1,18,13.833333333333336,0
12481,507,39,0,0,11,39,0,1,100,35163,6,11,1.6166666666666667,1
12482,214,39,0,6,4,20,0,0,35,6749,2,13,6.666666666666668,0
12483,214,39,0,6,20,84,0,0,36,24908,1,14,6.833333333333332,0
12484,238,2,1,2,0,0,0,0,60,676533,4,20,16.433333333333334,2
12485,238,2,0,0,0,4,1,0,41,32448,1,10,12.1,2
12486,404,38,0,7,0,0,0,0,57,685,4,20,18.15,0
12487,301,39,0,0,28,176,1,0,149,78921,6,17,6.333333333333332,0
12488,238,2,0,0,0,21,1,0,31,11364,0,14,19.666666666666668,0
12489,214,39,0,0,28,112,0,1,91,104527,4,18,21.48333333333333,0
12490,210,39,1,0,0,10,1,1,88,6547,5,14,13.8,2
12491,238,2,3,0,0,0,1,0,48,7235,0,11,11.6,2
12492,280,106,0,0,18,109,0,0,37,78154,4,13,17.333333333333332,3
12493,238,2,0,0,0,0,1,0,58,1615,6,18,14.316666666666665,2
12494,481,39,0,0,4,19,0,0,36,27158,0,16,18.2,0
12495,170,23,0,6,28,70,0,0,31,53138,4,10,9.6,3
12496,186,39,0,0,12,46,1,0,80,32236,2,18,1.25,3
12497,335,75,0,0,0,4,1,0,32,1210,0,9,15.1,0
12499,238,2,6,0,1,3,1,1,52,3143,6,10,14.233333333333333,2
12500,415,39,0,0,6,30,0,0,91,71766,6,14,2.15,3
12501,221,39,0,0,3,13,0,0,59,11082,6,19,11.0,3
12502,382,39,0,0,12,118,0,1,101,110430,0,18,3.633333333333333,1
12503,25,91,0,0,0,5,0,0,78,3414,0,18,10.683333333333334,0
12504,481,39,0,0,4,19,0,0,31,26866,2,19,16.65,0
12505,481,39,0,0,4,19,0,0,37,26971,1,10,8.016666666666667,0
12506,475,39,0,0,14,51,1,0,57,77974,0,18,15.583333333333336,3
12507,256,39,0,0,0,11,1,0,120,10495,4,17,7.716666666666668,0
12508,186,39,0,6,21,55,0,0,26,45536,0,18,3.533333333333333,3
12509,481,39,0,6,4,14,0,0,34,24659,1,20,12.15,0
12510,145,39,0,0,3,12,0,0,52,9842,5,10,20.466666666666665,0
12511,214,39,0,6,4,20,0,0,40,6672,5,13,7.866666666666667,0
12512,481,39,0,0,4,17,0,0,34,29679,5,20,5.433333333333334,0
12513,150,39,0,0,13,28,0,0,54,21785,2,20,17.85,3
12514,280,106,0,0,26,124,0,0,28,82836,6,17,20.35,0
12515,214,39,0,0,3,8,0,0,52,2736,3,12,6.45,0
12516,403,75,0,6,22,70,0,0,74,32684,0,5,20.133333333333333,3
12517,481,39,0,0,4,19,0,0,34,26870,6,10,6.716666666666668,0
12518,224,39,0,0,2,18,0,0,29,35206,6,19,2.333333333333333,0
12519,418,126,0,0,10,77,0,1,169,93332,0,12,20.733333333333334,0
12520,475,39,0,6,8,31,0,1,43,46194,3,15,8.85,0
12521,68,126,0,0,4,21,0,0,32,43972,3,11,9.433333333333334,0
12522,404,38,0,7,0,0,1,0,57,739,6,10,18.266666666666666,0
12523,247,39,0,6,18,175,0,1,81,93197,0,12,10.35,3
12524,488,91,0,0,0,6,1,1,62,12717,4,17,17.9,0
12525,206,39,1,0,2,11,0,1,52,2583,1,18,6.783333333333332,2
12526,283,39,0,0,4,15,0,0,98,17967,6,11,19.15,3
12527,238,2,0,0,0,2,1,0,35,6301,4,17,7.066666666666666,2
12528,475,39,0,0,6,53,1,1,70,72989,4,16,6.716666666666668,3
12529,303,39,0,0,2,28,1,0,62,27998,1,17,20.0,3
12530,360,39,0,0,0,2,0,0,8,2215,0,20,6.583333333333332,0
12531,382,39,0,0,12,124,1,0,51,109765,1,10,16.9,1
12532,360,39,0,0,1,10,0,0,10,1652,5,20,17.583333333333332,0
12533,210,39,0,0,0,7,1,0,18,17926,2,13,12.083333333333336,2
12534,238,2,3,0,0,1,1,0,33,3638,0,10,15.583333333333336,2
12535,127,96,0,0,0,7,0,0,21,4037,4,14,15.633333333333333,0
12536,238,2,0,0,0,0,1,0,70,1312,1,19,15.333333333333336,2
12537,473,39,0,0,36,208,0,1,100,86320,5,16,10.15,1
12538,238,2,1,0,0,5,1,1,36,2729,2,10,0.016666666666666666,2
12539,65,39,0,2,2,26,0,0,77,157165,2,10,8.466666666666667,0
12540,481,39,0,6,4,14,0,0,37,24876,6,9,14.25,0
12541,287,118,0,0,3,27,0,0,27,22683,1,17,18.1,0
12542,32,91,0,2,0,0,0,0,54,4,2,15,8.9,3
12543,507,39,0,0,10,44,1,0,86,41681,6,15,6.7333333333333325,1
12544,481,39,0,0,4,19,0,0,37,27029,2,10,18.78333333333333,0
12545,396,117,0,0,3,17,0,0,48,18169,0,11,8.05,1
12546,32,91,0,0,32,179,1,0,56,85484,4,19,13.6,3
12547,404,38,0,7,0,0,0,0,57,684,5,14,16.316666666666666,0
12548,317,116,0,0,2,33,0,0,61,11572,6,11,2.1,0
12549,473,39,0,0,17,129,0,0,61,70348,4,17,10.216666666666667,1
12550,214,39,0,6,4,20,0,0,36,6740,5,14,1.9666666666666668,0
12551,238,2,1,0,7,17,0,0,62,7156,5,18,9.45,2
12552,468,39,0,0,14,77,1,0,23,43627,6,16,15.416666666666664,3
12553,382,39,0,0,14,112,0,1,118,101301,3,18,2.6,1
12554,78,64,0,6,0,3,1,0,106,6762,0,11,14.483333333333333,2
12555,336,39,0,0,14,43,0,0,42,33868,1,15,11.1,0
12556,481,39,0,0,4,19,0,0,35,27029,2,14,8.416666666666666,0
12557,477,39,0,0,2,14,0,0,79,9782,0,11,9.75,3
12558,158,48,0,0,0,16,0,0,64,3975,3,12,6.583333333333332,0
12559,481,39,0,0,4,19,0,0,36,27261,6,10,8.05,0
12560,238,2,2,0,0,0,1,0,35,1909,0,14,11.7,2
12561,304,164,0,0,9,41,0,0,41,32118,0,15,17.533333333333335,0
12562,280,106,0,0,14,62,1,1,65,57906,4,10,20.7,3
12563,163,62,0,0,10,36,0,0,36,86612,6,11,7.133333333333334,3
12564,219,5,0,2,0,2,0,0,77,2010,4,9,14.6,0
12565,327,62,0,0,6,27,1,0,49,37047,4,20,0.65,3
12566,393,39,0,0,0,11,0,0,46,64027,3,12,15.95,0
12567,238,2,3,0,0,0,1,0,55,4846,4,11,22.2,2
12568,86,71,0,0,4,10,0,0,52,4555,6,20,6.35,0
12569,9,39,0,0,4,23,0,0,31,35016,2,17,15.35,1
12570,382,39,0,0,14,121,1,1,64,109830,3,19,12.05,1
12571,210,39,0,0,2,15,0,0,40,18281,4,18,1.1333333333333333,0
12572,382,39,0,0,8,110,1,1,134,89070,1,20,19.766666666666666,1
12573,320,39,0,6,8,39,0,0,49,17971,6,15,10.033333333333333,3
12574,224,39,0,0,1,9,0,0,30,33907,0,15,12.316666666666665,0
12575,32,91,0,0,23,148,0,0,27,67541,4,12,0.5833333333333334,3
12576,238,2,5,0,0,23,0,0,40,7677,4,11,18.08333333333333,2
12577,275,39,0,0,11,31,0,0,50,30269,1,10,9.083333333333334,1
12578,214,39,0,6,4,20,0,0,38,6506,2,12,16.466666666666665,0
12579,335,75,0,0,0,4,1,0,32,1210,0,9,15.233333333333333,0
12580,481,39,0,0,4,23,0,0,35,27798,3,19,3.45,0
12581,335,75,0,0,0,4,1,0,32,1210,0,9,3.8666666666666663,0
12582,432,39,0,0,0,13,0,1,11,17247,1,10,9.133333333333333,0
12583,481,39,0,0,4,17,0,0,30,29865,4,16,7.616666666666667,0
12584,114,91,0,0,6,21,0,0,31,32575,6,9,2.2,0
12585,206,39,0,7,0,3,0,0,73,517,5,15,21.966666666666665,0
12586,489,17,0,0,14,61,0,0,42,58331,4,10,8.25,3
12587,481,39,0,0,4,19,0,0,37,27913,2,10,18.95,0
12588,473,39,0,0,10,60,0,1,51,37666,4,20,9.033333333333333,1
12589,481,39,0,6,4,17,0,0,38,25308,1,19,6.133333333333334,0
12590,481,39,0,6,4,16,0,0,35,24763,2,14,8.55,0
12591,238,2,4,3,0,0,1,0,104,133038,4,10,8.4,2
12592,113,126,0,0,1,23,0,0,25,26921,0,10,2.35,0
12593,125,91,0,0,0,8,1,0,74,4539,4,20,11.2,3
12594,473,39,0,0,7,52,0,0,48,39402,5,15,8.8,1
12596,392,45,0,0,35,135,0,0,87,89275,2,9,10.6,3
12597,238,2,2,3,0,0,0,0,15,25876,4,9,11.25,2
12598,206,39,1,0,3,31,0,0,57,6832,2,15,13.8,2
12599,392,45,0,0,27,112,0,0,44,77283,4,13,11.45,3
12600,481,39,0,0,4,19,0,0,38,27425,4,19,9.566666666666666,0
12601,317,116,0,0,2,34,0,0,96,11881,0,18,17.15,0
12602,481,39,0,6,3,14,0,0,33,24652,1,14,9.55,0
12603,78,64,0,0,0,3,1,0,55,2623,4,12,17.0,2
12604,335,75,0,0,0,4,1,0,32,1210,0,9,14.933333333333335,0
12605,481,39,0,0,4,19,0,0,39,27376,4,18,7.666666666666668,0
12606,481,39,0,0,4,19,0,0,61,27088,4,19,16.833333333333332,0
12607,186,39,0,6,32,77,1,0,55,57298,6,14,0.7666666666666667,3
12608,206,39,1,0,2,13,0,0,59,2374,4,11,17.35,2
12610,475,39,0,0,10,44,0,0,54,65669,4,13,11.85,3
12611,382,39,0,0,10,16,0,0,63,14653,5,13,11.166666666666664,0
12612,238,2,2,0,0,10,1,0,46,13222,5,9,3.5,2
12613,393,39,0,0,0,7,0,0,30,13638,2,17,8.166666666666666,0
12614,95,39,0,0,20,38,0,0,62,37504,4,19,9.2,0
12615,473,39,0,0,1,29,0,0,42,18469,2,9,9.1,1
12616,238,2,4,2,2,0,1,1,22,30989590,1,15,12.083333333333336,2
12617,475,39,0,2,0,13,0,0,69,976363,6,14,5.233333333333333,3
12618,214,39,0,6,4,20,0,0,32,6660,5,13,6.9833333333333325,0
12619,328,80,0,0,15,112,0,0,60,49591,1,16,22.08333333333333,3
12620,238,2,4,0,0,0,1,0,56,1180,0,9,16.933333333333334,2
12621,395,117,0,0,3,24,0,0,58,16702,2,8,20.1,1
12622,275,39,0,0,14,101,0,0,31,95037,6,12,2.2,1
12623,335,75,0,0,0,4,1,0,32,1210,0,9,10.366666666666667,0
12624,478,23,0,6,17,49,0,0,36,20406,0,17,13.516666666666667,3
12625,286,70,0,2,0,0,0,0,17,4,4,15,14.433333333333335,1
12626,222,39,0,0,0,1,1,0,43,9833,0,18,4.2,0
12627,112,91,1,0,4,15,0,0,148,16467,6,17,11.333333333333336,3
12628,238,2,4,0,0,0,1,0,21,14211,0,12,15.133333333333333,2
12629,382,39,0,0,2,108,1,1,69,87815,2,17,12.133333333333333,1
12630,71,64,0,6,11,27,1,0,27,18922,5,20,15.766666666666667,0
12631,275,39,0,0,4,28,0,0,45,21116,6,12,6.05,1
12632,245,117,0,6,0,1,1,0,71,877,6,16,10.216666666666667,0
12633,238,2,0,2,0,0,0,0,34,101066,2,11,22.466666666666665,2
12634,172,39,0,0,0,5,0,0,59,3419,1,19,22.95,0
12635,473,39,0,0,31,168,1,0,72,80199,3,20,15.05,1
12636,473,39,0,0,15,121,0,0,99,68969,0,15,10.383333333333333,1
12637,238,2,1,0,0,0,1,1,62,10194,4,18,16.033333333333335,2
12638,395,117,0,0,7,35,0,1,57,21987,3,16,9.95,1
12639,238,2,1,0,1,34,1,0,40,13746,4,9,17.45,2
12640,238,2,0,0,3,12,1,0,27,27197,4,17,10.483333333333333,3
12641,32,91,0,0,5,13,0,0,30,19198,1,16,9.8,0
12642,280,106,0,0,29,124,0,0,68,91172,0,19,1.3166666666666669,0
12643,238,2,7,0,1,1,1,0,30,4361,4,9,17.55,2
12644,301,39,0,0,28,172,1,1,177,76044,5,14,6.333333333333332,0
12645,238,2,4,0,0,7,1,0,17,3754,6,17,0.15,2
12646,32,91,0,0,6,51,0,0,102,25903,1,11,9.833333333333334,0
12647,206,39,0,7,0,3,0,0,63,897,1,19,19.03333333333333,0
12648,465,39,0,0,1,21,1,0,176,33113,6,11,9.566666666666666,0
12649,132,39,0,0,0,5,0,0,59,3729,5,18,10.033333333333333,3
12650,238,2,0,0,1,34,1,0,41,12348,6,9,1.0,2
12651,32,91,0,0,14,92,0,0,50,40101,1,20,0.2833333333333333,3
12653,283,39,0,0,4,23,1,0,48,18514,6,19,20.883333333333333,3
12654,335,75,0,0,0,4,1,0,32,1210,0,9,15.266666666666667,0
12655,475,39,0,6,0,24,0,0,64,52159,3,10,15.5,3
12656,232,9,0,0,4,19,1,0,37,16152,4,9,8.016666666666667,0
12657,73,39,0,0,3,15,1,0,60,20482,1,9,23.98333333333333,3
12658,238,2,5,0,1,13,1,1,37,5913,0,16,17.566666666666666,2
12659,336,39,0,0,15,81,1,1,54,80316,4,12,12.283333333333333,0
12660,238,2,3,3,0,0,0,0,54,181582,5,19,9.65,2
12661,187,39,0,6,2,20,1,0,26,17568,5,13,14.3,3
12662,78,64,0,6,2,7,0,0,186,3285,1,19,10.183333333333334,2
12663,317,116,0,2,0,0,0,0,41,129677,2,15,3.2,0
12664,164,121,0,6,9,32,0,0,110,31656,1,9,6.216666666666668,0
12665,401,92,0,0,1,7,0,0,49,2613,4,19,13.583333333333336,0
12666,214,39,0,6,20,84,0,0,37,25067,5,15,6.7666666666666675,0
12667,112,91,1,0,4,20,0,0,148,23528,6,15,12.333333333333336,3
12668,238,2,4,2,0,0,1,0,71,2033238,0,11,16.266666666666666,2
12669,238,2,0,0,1,5,1,0,32,4170,5,19,20.483333333333334,2
12670,214,39,0,6,2,12,0,0,24,4314,2,15,1.4666666666666668,0
12671,238,2,0,0,1,19,1,0,52,21778,1,10,16.566666666666666,2
12672,287,118,0,0,11,53,0,0,45,34616,0,16,9.583333333333334,3
12673,206,39,1,0,0,8,0,0,119,1780,4,15,23.0,2
12674,481,39,0,0,3,17,0,0,34,30468,2,13,6.533333333333332,0
12676,238,2,2,0,0,1,0,0,30,35628,4,14,16.666666666666668,2
12677,186,39,0,6,41,97,1,0,88,69708,2,11,3.05,3
12678,206,39,0,7,0,2,0,0,34,557,5,15,14.316666666666665,0
12679,481,39,0,0,4,19,0,0,34,26902,3,18,8.75,0
12680,481,39,0,6,4,14,0,0,33,24651,4,13,4.916666666666667,0
12681,238,2,1,0,0,5,1,0,25,5457,0,12,16.85,2
12682,151,103,0,2,0,0,0,0,50,4,4,10,0.18333333333333326,1
12683,78,64,0,2,0,1,0,0,90,291,0,19,16.533333333333335,2
12684,238,2,2,0,0,0,1,0,82,4811,6,12,16.033333333333335,2
12685,338,39,1,0,11,26,0,0,52,22373,0,14,16.283333333333335,0
12686,182,39,0,0,4,16,0,0,46,11406,6,17,6.533333333333332,1
12687,238,2,1,0,0,1,1,0,25,2211,6,13,3.283333333333333,2
12688,431,39,0,0,1,18,0,0,68,19229,1,14,11.116666666666667,0
12689,348,39,0,0,4,30,1,0,72,50162,4,14,13.133333333333333,3
12690,238,2,0,2,0,0,0,0,40,613344,6,9,13.133333333333333,2
12691,150,39,0,0,34,78,0,0,17,99827,6,10,23.466666666666665,3
12692,238,2,3,0,0,0,1,0,27,9504,1,12,10.9,2
12693,265,95,0,0,2,12,1,1,68,16402,0,12,19.6,0
12694,403,75,0,6,34,91,0,0,73,43673,1,9,17.85,0
12695,465,39,0,0,30,104,1,0,42,104487,2,9,3.533333333333333,0
12696,275,39,0,0,4,36,0,1,29,24539,5,15,3.35,1
12697,287,118,0,0,5,26,0,0,14,20110,6,17,18.816666666666666,0
12698,481,39,0,0,4,19,0,0,35,26871,5,19,3.3,0
12699,481,39,0,0,4,19,0,0,37,26911,3,19,18.716666666666665,0
12700,392,45,0,0,7,33,1,0,58,7562,0,19,9.033333333333333,0
12701,336,39,0,0,24,91,0,1,37,81494,4,10,14.283333333333333,0
12702,269,91,0,6,0,17,1,1,62,8971,1,15,9.1,0
12703,206,39,0,7,0,1,0,0,65,377,1,19,19.5,0
12704,221,39,0,0,4,18,0,0,45,12522,4,10,13.1,0
12705,303,39,0,0,4,23,0,0,56,8006,5,13,4.0,3
12706,238,2,4,0,4,32,1,0,44,14672,4,19,0.21666666666666667,2
12707,280,106,0,0,23,147,0,0,70,108332,4,9,2.333333333333333,3
12708,335,75,0,0,0,4,1,0,32,1210,0,9,15.333333333333336,0
12709,32,91,0,0,7,54,0,0,98,27288,6,18,6.05,0
12710,382,39,0,0,12,106,1,0,63,103325,0,10,5.05,1
12711,301,39,0,0,21,169,1,1,193,76584,1,12,6.383333333333334,0
12712,32,91,0,0,30,250,1,0,11,113779,5,11,0.2833333333333333,3
12713,275,39,0,0,10,58,0,1,38,41427,1,16,8.366666666666667,1
12714,329,143,0,0,12,64,1,0,40,27940,4,17,8.033333333333333,3
12715,481,39,0,6,4,14,0,0,34,24652,5,18,9.483333333333333,0
12716,54,91,0,6,10,26,0,0,23,14096,0,12,15.033333333333333,3
12717,13,71,0,3,0,0,0,0,39,25824,6,15,4.466666666666667,0
12718,481,39,0,0,4,19,0,0,35,26889,1,20,9.083333333333334,0
12719,503,39,0,6,4,15,0,0,32,4611,0,19,4.533333333333333,0
